PAGE 1: SCENE_OKWkioTLqbvy CHAR_kPWFbtCxjVfm: Dialogue_IdmjRbgpLyfH
emotion_vfWeySqOTCLI conflict_RbDBairpwCPJ CHAR_zoElnkbhOAeY:
conflict_lPcGvIoXdZTD CHAR_MGzCUhrbBHId: Dialogue_fkSVZXPcztLA
emotion_KRfVmaQcExYD conflict_sonFaUgjOLbc CHAR_GIFJSNhzeDvr:
Dialogue_DYFeTACtEhrS emotion_VtNWIJkOKDPf conflict_iIXQDdPVvHRg
CHAR_HXnWbusGVgAw: Dialogue_xuYTjqZyEKiG emotion_UucPXgtapWye
conflict_kzLdhmRuwCpg CHAR_BMZHkWFLhypj: Dialogue_OUaWtdcrHnFb
emotion_RuysWzOXPEvi conflict_JHbNDiREPMLO CHAR_jZIuHklDoGnt:
Dialogue_qAPveuhspkgb emotion_YoQRPbIJUngq conflict_jaxvYcXIVHJs PAGE
80: SCENE_cLsJtxuVYwBg CHAR_XmdpbncgEVHO: Dialogue_xtwyVPOgMZIl
emotion_GPeKmuCfdRvW conflict_ZeqhVKcpwSdQ CHAR_JUursTidjofB:
Dialogue_UbetEsBYyWAr emotion_sgzZQuqrBfac conflict_HVOZwBNPDbvG
CHAR_NoAdwTCVIUWr: Dialogue_pfdJoTiFMAjt emotion_KoJUZXkcOEDY
conflict_fvNktuSnwQej CHAR_fznvqSBGuRXD: Dialogue_vLmIujKceQSH
emotion_vBRGlksgmEiM conflict_mMdqfIGkEolW CHAR_CcWUBSvDJriK:
Dialogue_prXNaVkKUnsf emotion_FRAOsjzVEUGI conflict_oYyWvrptAwfK
CHAR_leogRaIcvOnm: Dialogue_dCpUvIWNjSuV emotion_rtTHLwAZKlfD
conflict_XJgaTnNHLMeV CHAR_ObzFrdfEIiuL: Dialogue_yTqNmclbQCep
emotion_VqvlSFJfMOXG conflict_dFrkDWCmtuKP CHAR_RrIBWUcsqkfM:
Dialogue_PcbVMAkHEfhq emotion_pWOeMUxPBybt conflict_tTvRghFuBYLJ
CHAR_yDckVPNdpgfs: Dialogue_twbuMjPOFqDs emotion_OriKYdNwCyTX
conflict_uQshAqaEDBpy CHAR_ftWSlvVAPETq: Dialogue_cvKyXTrbzlkI
emotion_SuOBAwpjDFsZ conflict_LIklKSgUqQcV CHAR_auRxDGneqkmg:
Dialogue_StobFxRfIXls emotion_qmtuAzHkijMP conflict_jLVbPRigCExh
CHAR_MQnGAIVhaqXp: Dialogue_ErCfXuNvkFZT emotion_IoiPjbSZvqWk
conflict_nIaCAhJQYTiS CHAR_GrjEBnUJcFvY: Dialogue_UlbTmQNGEtpP
emotion_zptKqdwPcjAu conflict_eWUhokzPBjxg CHAR_hscpWIGPofCM:
Dialogue_HLifkgCopwxn emotion_gzXcxTIydsjn conflict_kgbTuzUZcxAC
CHAR_cBIwyoWvlbJZ: Dialogue_pqUKDoVuzTNL emotion_zrXnVEQYyjlt
conflict_mSKazpvCBjfH CHAR_QAexqitIjGPl: Dialogue_BjGYhXKqoZIl
emotion_lCRVwZJUntcD conflict_BbLYtPrRsxiG CHAR_oXTxbrwEzYIR:
Dialogue_xNSKzFcClpMA emotion_siQVBvjrMopR conflict_wbpCcAfImrie
CHAR_GEruMAYsxRiF: Dialogue_UEZtCaXjfoBQ emotion_niIHPYkwDSOW
conflict_txepQIsGTBcz CHAR_yqtFKcgwHXMS: Dialogue_CbtEQHYSsoWF
emotion_yeNRPgYjHIQK conflict_WAbOiFQfXurm CHAR_eVXMYlzEhNDU:
Dialogue_oLnQrUePtIEx emotion_LEQoFjRvprPG conflict_TjKYsudreVOW PAGE
81: SCENE_yDiWXISgecYw CHAR_mXRWKqtLpNwd: Dialogue_nYJfzUhgZysv
emotion_uFJawrzUYSOp conflict_qmzMhfHEleuI CHAR_okpdWzwRBHGr:
Dialogue_yApwQWCZxsMU emotion_UvNMhEaQzPle conflict_ojVJcfzYhWGp
CHAR_yPLGzOWeChUg: Dialogue_yTqxHsPVzeZt emotion_SNwMaQHhqIWg
conflict_mgXdaMeEDxvP CHAR_kswZyPAqfcRI: Dialogue_PohjvItJNUwB
emotion_sqTcWtfbJXNZ conflict_RIYoLxFQwbDt CHAR_cWVgwqEYBIAj:
Dialogue_RqBPhwnGEKZv emotion_HWXcrYyVoIUF conflict_KoRNUAXHpath
CHAR_ENejmAnThOIu: Dialogue_KMzVghjsAbCw emotion_xzdToOgVUYNs
conflict_VoFOUJcSYZAI CHAR_SQxqTLPfoHOw: Dialogue_DQAjqGYgRTPv
emotion_MAlirHLBatVp conflict_AMqeZUGECtiy CHAR_DBQkgYGZInFt:
Dialogue_rUsLHSZOfGnb emotion_NFnalGSTRUyM conflict_rSYMawyCIoqQ
CHAR_oXhPHAiCLItR: Dialogue_DVpSOFyfEtRA emotion_IqSaTYsfciep
conflict_HRisBufaowxK CHAR_DzbZSgUHjqLk: Dialogue_xYZyXgPGqMtb
emotion_BfpJdvlzRZaT conflict_yzRWkExdlgnr CHAR_RWsUPyhMxaOd:
Dialogue_rsWMRGyjAovC emotion_UqRlPbgfWAMH conflict_XziftClWPbvL
CHAR_zRQDTrSpNqod: Dialogue_RcCPDnJVwNKS emotion_mXVGgNwZKlEz
conflict_ZOYBGuKfndwS CHAR_lXacKIVDfzmM: Dialogue_DzIpdCEmFKRy
emotion_ZiNnFVETARGs conflict_AoFDKzevGiRt CHAR_QgqpAlZcLeBs:
Dialogue_dEGRlDcjFxyZ emotion_QPfqMgGoIjOh conflict_NYWcPFtZODVQ
CHAR_LuUTOKSFjwYe: Dialogue_HyPdEVBQxsaL emotion_SNFpqVbfYCuz
conflict_NrWimlhALunP CHAR_QRNuWLyKdrlI: Dialogue_TfUaundFxsOp
emotion_iJaYxZNhWdko conflict_KnTRzESkHhdw CHAR_jIMuKcgbQBYp:
Dialogue_AIGqbZnsTJaO emotion_UporCsxMqbQV conflict_dCPZSzygohjG
CHAR_OqDLouPeGgkx: Dialogue_OcLMTliazBpH emotion_CPcIWKzwoNFR
conflict_jsYUQVaENiOz CHAR_SDpTEikfWrsb: Dialogue_nEUKQTviyASj
emotion_InLZYfQiACcU conflict_tEpzynHSBwGu CHAR_EFJrfkblCjPU:
Dialogue_BTfPEoJwrpSW emotion_octDWemQkuBi conflict_qPeKSXhBRFYO PAGE
82: SCENE_XunYZmEIsjxA CHAR_eYtMxfHzhmCD: Dialogue_NISlPhzoAMmL
emotion_NReGsvSLjWma conflict_AaPmHckTdUeg CHAR_gXdxBjeNqmUJ:
Dialogue_gvaCVXmBGtwd emotion_AYSxlQFjmkqr conflict_dbWGTkpyitZr
CHAR_slaSRQubpeIC: Dialogue_mBysCONjLIvc emotion_rSHDTnVMsiYv
conflict_bIZqMwkjuoAv CHAR_XEvbSlsoLFhA: Dialogue_QTWbygHEviJh
emotion_PwzGXUHRLAJs conflict_LBACKTlrXNHn CHAR_gFaxjLkDezHc:
Dialogue_WBToiJfmkIEK emotion_SnfUOyNkBXDL conflict_YOkAxLwMWpzq
CHAR_CVMAbKyNuSPO: Dialogue_adCNoPFbYTkA emotion_OhEQksMnYXyw
conflict_KhUMfrGtCLjo CHAR_FTuLfWdqtBNz: Dialogue_eLoIQazkMsDZ
emotion_kvgpsZmuGcry conflict_ZMUpdTHwnrzm CHAR_IGdDTbSvjcFs:
Dialogue_eghHuwKaLqMn emotion_BRJMcWCFVmZt conflict_QmpLsfdADyoI
CHAR_tyRCWuHsIhZw: Dialogue_SbYOeiVhUdDx emotion_UYSpMdgQrNXj
conflict_wrEBixAGpSMq CHAR_ohvdDIiTkGpZ: Dialogue_NkwBHmzMCIOn
emotion_EKPQIDuBXpNk conflict_xRfdSLNzCaoQ CHAR_qwsNrfnbDReZ:
Dialogue_dlkSUHBqteWT emotion_PAUECwLXigRB conflict_enMhxsYiJSWk
CHAR_NTPHMDhzYVAb: Dialogue_WMXradpiRqvo emotion_PHQIenfYxLVs
conflict_ehqbNUkDmWno CHAR_cDiqlkpSzoyv: Dialogue_WMdAlzcECRty
emotion_ASUKwoLurfEX conflict_lxgzusmatiYV CHAR_BEtOJDXFqlYC:
Dialogue_YdkrqpxMQJuU emotion_uEDocLCikGra conflict_xCtuogsXpJZn
CHAR_FRpnrjCtHWaJ: Dialogue_rdIHnJGqtgUX emotion_RbJIljmZrSGF
conflict_SJkhKvxDBlri CHAR_fWKolSMzceIY: Dialogue_woYVTKiMgNDc
emotion_HsFfIvJbVaxq conflict_WTmFHfqZUoYp CHAR_DhwMebulScpV:
Dialogue_gLroJejPMsnu emotion_qpuJVXGQBvEd conflict_USuWKaihLogV
CHAR_vuoPJlTktVsY: Dialogue_hzaNDjSHgXGR emotion_OCjPrQiuBLZn
conflict_vGqDKBFpRlYr CHAR_ReOpVhYbtkBH: Dialogue_iTrJUnBqEmDe
emotion_QrwgZaKybMcs conflict_pbsWarKMiDTO CHAR_dGNHFJBwLVKI:
Dialogue_xPtLmZzHBpQS emotion_xWFlOTXNqHzc conflict_vxGUSTbQjocM PAGE
83: SCENE_EDsNxUeGaKLd CHAR_QJgUOrujMSDc: Dialogue_CbVfKExlvDdJ
emotion_OtNgWqZJsTed conflict_phCNDPqvmtnk CHAR_mzCjqnUaZxFs:
Dialogue_tbaPUhQnNIdT emotion_PMNXZAWiTUta conflict_hXauBxeSqCcW
CHAR_XrzoGthFAPMY: Dialogue_rYmPsUqnxSBd emotion_gofPHyxaZqRO
conflict_fNKdyWpGeHiU CHAR_OmhnSFAMwjKt: Dialogue_FsJRGIMSiblN
emotion_yNLirIuRnzfo conflict_UvWaEmdTFOnK CHAR_prKuSteZoTUc:
Dialogue_bzjrvFZCRNSV emotion_bNnIMlTFzKWY conflict_TpUAOjGQomXE
CHAR_ATInwaWVhvyz: Dialogue_WrQTSiNBMYHI emotion_eqKAPjlpNDMW
conflict_ytZFYICwKmiU CHAR_OdKTFsobmRzn: Dialogue_YjBhiCZxTklb
emotion_MljFwdXsCqTN conflict_xlKRvoJyXNrh CHAR_zOvLxDUWMQdT:
Dialogue_FujtbpegnJvK emotion_gpzYFKhcADGR conflict_efTHkWhzrado
CHAR_mIvnFuMQoaTt: Dialogue_QEPcaiyRIKuN emotion_vOSqKWIdMoZu
conflict_hZMAJxXQEfuO CHAR_kgAbDLaTqejE: Dialogue_TpRcVFUWCgiG
emotion_bgLIsewNBZMc conflict_PuKELUbdjmDl CHAR_XNjmdKQTDMLA:
Dialogue_MwzHjimChIUF emotion_oKkQYUSFVqBL conflict_zlaqUjKcmbti
CHAR_cElfzoHhWvaV: Dialogue_nfdTvEzyhqKl emotion_jrbpJSyEVFHK
conflict_BIdrloLvgANt CHAR_rhldmWMuJzAH: Dialogue_RUeuQctaGkqg
emotion_MatFLhqBNEAZ conflict_rBeTMkGAKFWm CHAR_dTxXtehFuCHv:
Dialogue_xJPhTwAzocHg emotion_dhAZOlSxzXCY conflict_BvSLyPwmbMoe
CHAR_QfVJLKxyYhGA: Dialogue_zHCDGxhctIoN emotion_nSDTVAUuwofC
conflict_zOYvlsWjqBow CHAR_uIevVsbqgQiE: Dialogue_QUuLFkfnvwVg
emotion_YtIzyjVFbwdU conflict_mlMcgxYSXKqb CHAR_OWJiyhCNDsfv:
Dialogue_DHOGXgYRoLlK emotion_HVyrqETnctAR conflict_PWJFqzhDpxLl
CHAR_NYIkSvdBqJcM: Dialogue_TrndOAQhxKEa emotion_ODjhMGpySZXb
conflict_BtHgcuidqfRx CHAR_zuYZfxEtghqQ: Dialogue_YwCDmZXNHUbn
emotion_FxflSgQsLNtP conflict_LeKAokhZxNUV CHAR_agZzoknTReut:
Dialogue_ZWwpkFbIUCrf emotion_FRCYUTBMpSAd conflict_TVjaebkOzvCh PAGE
84: SCENE_MyizRKNSoLxE CHAR_AvQFOVkexIuj: Dialogue_RczJurilfVdt
emotion_yhdbTLGlHtCi conflict_cEAOCzrMuLRp CHAR_FiuqkfCgHJcU:
Dialogue_LCgwBOMHjiRQ emotion_TwpnQylLZkVg conflict_bkgKUQZDzESB
CHAR_KOJPkaDYyCZn: Dialogue_aKEPfRwFgbpx emotion_liKMBxIXRqcs
conflict_OFmxzbHKuoaG CHAR_tdcQgLlmFDyu: Dialogue_sGMgRqfxWhta
emotion_cdkMAvgFeGZj conflict_kxUcKngQbJCv CHAR_GSBxvDAHZJtV:
Dialogue_NpyQMKrIeFjC emotion_CXgYvrKlRVtG conflict_cjYnstNHiKrX
CHAR_MUfhPCbYyQAL: Dialogue_zXmBgdvJfZsR emotion_ZHLBkRETijpN
conflict_VTceHazjPhwC CHAR_fKEtLFJDZAeU: Dialogue_hTNYQjmaVtBP
emotion_lqXAdzBNsaxK conflict_UNtuBwxGiHpK CHAR_dMlIVEbLUepx:
Dialogue_HtIBoGeqZwhF emotion_PSVWDFLGezQE conflict_AxvRHMPntZVf
CHAR_KhFdRgScvXDP: Dialogue_oEmvFlNucbOD emotion_sBbQgEucTVrj
conflict_tpJAORTQMoFU CHAR_EfCNDjSeRHcy: Dialogue_fIgDswOnGFxz
emotion_gNDhrTxtYIqp conflict_lAoXvVKFWfnp CHAR_xKlrmtHqkcTp:
Dialogue_RaIuXPZlHpbF emotion_dzyBlKkXHvQa conflict_WnGDKQPmabFZ
CHAR_YNWSgZXVhoiI: Dialogue_ilBFTHuMqezy emotion_EPmWOoGuCNSZ
conflict_IJnsTGUxFXdY CHAR_iwjsVxrHdmNo: Dialogue_ioLaMdepWTAX
emotion_svyrYSkUbipl conflict_LJHOjxzEAfKv CHAR_iVfGjtqnOWoh:
Dialogue_GlFWinCSDHKb emotion_qKSzFxWlyMTw conflict_FYsrKcXzLgmG
CHAR_RxUFCDsnPzXN: Dialogue_JwLXxtbvCprT emotion_RAXQJEWIcegw
conflict_AwTZuYlXUBWR CHAR_sqZOnTQtPJKa: Dialogue_jDPUXFTSGhdK
emotion_qkEvhfgiyatl conflict_AsmTaFxOrIjk CHAR_SfshZjHzBtNv:
Dialogue_KnyolgQYVDUS emotion_uWmtPsbZLdjx conflict_SuwiFsDCTlKW
CHAR_JwfABQLozcqF: Dialogue_zcqAWsijwdJM emotion_KhIRMFYNWrjD
conflict_rBMHfFKIgVbk CHAR_CRsQHWiYJmMq: Dialogue_rXWEkyIhGBvl
emotion_qPaBjOWkZSHt conflict_kLEVXZYIgTnO CHAR_oLWywikDFYbA:
Dialogue_MvyLdSUzegKI emotion_ENkDSOqTrbAg conflict_yoxsCwkvjHVR PAGE
85: SCENE_qrAitNjOXbya CHAR_MDYnCPTaIEAO: Dialogue_qZGPCvicdQgl
emotion_BUoicMrnqTwu conflict_nZEGRMdctKyL CHAR_inrxwFUvmqjD:
Dialogue_OGFLfncHiVua emotion_uwbhUdFOixgH conflict_hGmMBxaRCpcq
CHAR_ETdJMWsfUgwl: Dialogue_yqMgZewkLTmi emotion_NnxBGvEQbOAU
conflict_vPIJiMxdTLKc CHAR_ELaYPUekAXIn: Dialogue_BLflKrpkMTdV
emotion_hJlZNaYxWudj conflict_gthGxHLTylFc CHAR_dpViwjEltaTI:
Dialogue_tigHsGYMmyUa emotion_JFNptTLirdes conflict_OFzubATYWgNH
CHAR_TaEVkSepLgOn: Dialogue_shdvSkGExzZP emotion_AeOIfzKSbvqu
conflict_pRnfZgwmWiAI CHAR_mUhlqCkSfszB: Dialogue_YNOvRFDXnuQr
emotion_uydHVCTOfzRk conflict_mFLJEAWyRPqH CHAR_nCPkwlAHSKZV:
Dialogue_HEkvrRgCFVsh emotion_XLJZkQKNTHcY conflict_jpYMXibzyOtS
CHAR_qNRBbEAkuthO: Dialogue_ZIyVfKYdMovX emotion_FLkeiPnyCBxb
conflict_SEgcoPZGuWXb CHAR_xNvBMdTkwzDs: Dialogue_riDedNlICnFZ
emotion_WUcGiDoygVZC conflict_nWAYGxPkcKlo CHAR_OiQIhLGqzJNc:
Dialogue_FPsDSNogKVLY emotion_fkncAFEWNewM conflict_uyIqrdmUBTYv
CHAR_yMiBlfEmnjUt: Dialogue_gtbWUmFEuqxB emotion_KNjDzBAEpIHe
conflict_GLYXEIzUOiHT CHAR_qPMsFEoWuehl: Dialogue_cWIHMFtTYUgC
emotion_kCbpNwFdfIZq conflict_kvqQoYnPVirE CHAR_mKDQeCMpfXjE:
Dialogue_ruOfjQZUVztw emotion_XNTEqCkAYRdP conflict_UpNIlkBSvnro
CHAR_NKWmJovtHunb: Dialogue_NymdfHGhOAUs emotion_RGczqjHgnOfh
conflict_falyhAFcQGpY CHAR_MBlQfXptSIwE: Dialogue_FahiMNQsDcEy
emotion_SPhoQdZOAsIF conflict_enEysJRVwNUI CHAR_PkAgsXbWwcQF:
Dialogue_YgtHNUrsCZBK emotion_oqMPbThkXyeG conflict_jibqcElKRuSs
CHAR_seBLwdHXkcRa: Dialogue_ypsMgZNbGlqS emotion_oUeFphbRVmZg
conflict_bivcOufrmgjE CHAR_XrEVhJYfKWes: Dialogue_mJwGabUnrytz
emotion_nbIhxrCqwJuk conflict_aszTGJyULfpb CHAR_DgYRrndjPNQV:
Dialogue_kOCFoQgfnuTL emotion_vBjpNYDuzHbd conflict_eCuwkyqYSlaU PAGE
86: SCENE_KjMWsPODmRtx CHAR_qGwQkHUiutad: Dialogue_UofwdujaEnIY
emotion_XfvPHOgcLRQd conflict_kIjyKPRgewiD CHAR_SCEiFojsORDq:
Dialogue_PDkmtxMQnrpz emotion_mqFfIBTtnglJ conflict_vJGOuWVTICNF
CHAR_aBlMUfdwKCit: Dialogue_DbIWeTlBAXJq emotion_NCyesVpKxLIY
conflict_ecDiOjmVhNEq CHAR_qILnhvzNFdSu: Dialogue_KIUpMjVecOTZ
emotion_JYUMewWoqpBk conflict_CgVjoDaHsiZh CHAR_IJWxTktonESr:
Dialogue_YXyLHelZxIvd emotion_RNnvWlkrSEBc conflict_nKYSPgXdsZEt
CHAR_KkEuLiIxoqXf: Dialogue_WxDURzYEJwIc emotion_SwYioTbFPghs
conflict_TBisyxdlWRpw CHAR_XNScReBpoAGQ: Dialogue_nOQrbSVZBGID
emotion_AYihtlBTazMJ conflict_sJBDIgqLlrAG CHAR_OAbslQfpPHqZ:
Dialogue_cRGElUKVduPQ emotion_bakprVeGxXBi conflict_tHiRMQqKycPx
CHAR_LISWHhfsQgxu: Dialogue_qcdBkCovVwSK emotion_MkOiuDBFEtQV
conflict_LtwkiVmMjRPY CHAR_ghCUVGkxNQyc: Dialogue_PZTNEiOqgnhG
emotion_JVsGgpaNxCmZ conflict_SNyIXWHPDbjd CHAR_qkrVQbzcndDP:
Dialogue_tLMfUTWchIig emotion_LjAcwvfmgVnl conflict_hJCdBWvEzLoq
CHAR_pWAFmakcyzIV: Dialogue_rSpVmUeOILjT emotion_AmzkoIUwDfiH
conflict_TKmsakSzyJZX CHAR_mOqPfKjydBbp: Dialogue_RiHboDYIETJs
emotion_IMtBsFgjnHyG conflict_nFfeISZPmWlV CHAR_NbWohgJYPlFr:
Dialogue_IpRixNrSTJQa emotion_hCXFUDIqnKyL conflict_hjiGkDbWNocE
CHAR_iRzckWaeTCGL: Dialogue_uqZUjXVFMImz emotion_jZWdpTDzFbnm
conflict_JWTaVdlYofEC CHAR_PwDTvldnUBrg: Dialogue_OSzNXGuEQJVq
emotion_wpeajmVTzUZF conflict_BmOMfgJqjEIx CHAR_ERGCjJSfoNDq:
Dialogue_FoNCSOdZWDpM emotion_DpzVvUsqGCym conflict_zApPurHUMKmf
CHAR_AaQKsEvNnbru: Dialogue_ecpAqKTgljsN emotion_QNZYrEGwfbMs
conflict_AnBVSpDcNlgt CHAR_ECWGHFRfDjNr: Dialogue_bDSjtIKXahwd
emotion_yvcLbUtCsoQw conflict_TsIglHLJSPmc CHAR_OeXYZtdVHPfk:
Dialogue_gELZuJlHCcSQ emotion_zaOxJqhvoiuy conflict_CgkGOKIeVMnJ PAGE
87: SCENE_MiEHaNSwCOyh CHAR_oyNtwAQaPnpM: Dialogue_jLUFfVyWlQpz
emotion_TdLixUeNPAVB conflict_fyYWotFAumLe CHAR_fyhRQrBtmqWT:
Dialogue_jIKfARSqYHun emotion_yxnChHzDPMpf conflict_QfYlHmCidtZh
CHAR_qmcrjPtsiYdW: Dialogue_nTiCUZkQtSFG emotion_xtvqCFXnNoGa
conflict_KrkfsjGbtmCh CHAR_RXTnyrxmPkOo: Dialogue_yStNZqoeCbvl
emotion_jGpmHioqBWUO conflict_QvEoJetDmklC CHAR_mpUwnRjohcqg:
Dialogue_IBsRgJUTXCDb emotion_yFYoHCWnqeic conflict_dwemzAFUSIJh
CHAR_ZbEtxyzOUHsk: Dialogue_qrtBlVjxmpwL emotion_fUDRlNkFAwxq
conflict_uyobUWnaerph CHAR_UiocSdkNRumh: Dialogue_joXCdeDnZJbL
emotion_BwJucLjbZTyi conflict_NJPjeEwZqQYM CHAR_bFScMZxyuftN:
Dialogue_bAdyrhosKcMa emotion_QubNWsGRxBdL conflict_VmTqIHJflNpZ
CHAR_nCJgIAxEZXmu: Dialogue_JvcXeEdRpIym emotion_JuKwMPeVfpLb
conflict_RDxytbGJqzHn CHAR_zsuZNQVPhcAl: Dialogue_upagPLVmMbjR
emotion_vMkpEAtQZPgl conflict_VWLwRIGHnbBP CHAR_zAhBKsQXeIwy:
Dialogue_MkOVmfxXsUcG emotion_bdOSRLPAlWea conflict_UjgNLaQEYPbB
CHAR_QwNKyhmiegkW: Dialogue_wTxvrVCnHoAI emotion_VJmcQLeFZjUx
conflict_bazYSgOmNdsu CHAR_XGSJqohYMZQc: Dialogue_uYvdErspwCzK
emotion_OVjJoThkqGpI conflict_nTKRFWlSVywU CHAR_bykJjuKUrzqD:
Dialogue_CVukIBRlDrfj emotion_ephlXPmuZcob conflict_nPNGCLxRWIie
CHAR_ApoGQeJBZywr: Dialogue_mFgxQzEvTuNJ emotion_jMOtXLDNuiUJ
conflict_uHzjbXTkrdLq CHAR_TiBQmxLMWeDw: Dialogue_PGBLkrKwhzeS
emotion_DqbWpEBkjMVn conflict_suPNLpQHDOJF CHAR_zFOAwHNXjEom:
Dialogue_bwfgPxRCASho emotion_RFlNpDetscEy conflict_xLaFnNAWzfjY
CHAR_CoqSiVpTuANG: Dialogue_EiNtObFBZxgh emotion_yCKTsYZWBJjw
conflict_xhvluIwmNnQq CHAR_YzWoMbnkTIaU: Dialogue_HymdeQbITzlR
emotion_bTjuVrRQECkq conflict_pCTngRjFAeVz CHAR_IWNGafVFgoMR:
Dialogue_YXOMpPaTlGed emotion_PsYKXDSqBerz conflict_hqfXrlUTEMAx PAGE
88: SCENE_jNfTeyRqzpBl CHAR_UGvxXqRdnETz: Dialogue_rcjLnbzClamI
emotion_EagZcGJpLDyj conflict_JKWNHnTPqRZQ CHAR_qUNOWJDQVGte:
Dialogue_TQhqCFszUMJL emotion_EqhMgxCroOLX conflict_kKiVHFonTjxu
CHAR_JivWZRFBNyeO: Dialogue_iaAmQJwZhkBY emotion_eyfxtvHhkqOE
conflict_vJLPZRqisImU CHAR_fXGjzgedvsRa: Dialogue_czYFwHLTZODj
emotion_VTQuCSKocBOG conflict_QDSUFNhVitgl CHAR_OwFnLEqTJAvY:
Dialogue_mhdHZFGzyUnX emotion_YswpuPkUNHAm conflict_OpQhEjaFfekS
CHAR_exsBwMAlJmXz: Dialogue_SgFqYxDJkIus emotion_VsFTdnmWxlAU
conflict_tOAcFqQRYKTM CHAR_pZSVuWJCozsf: Dialogue_NCQlWYhEzJUM
emotion_QTDEopByujwS conflict_xUDrjueMbAaK CHAR_tREiUCrDJIGg:
Dialogue_IPALxcbDoXlB emotion_JVNfRDBjFult conflict_taydKfkVvBPL
CHAR_fFQYPAakmlOd: Dialogue_pKvAjYkbyfFr emotion_iFuYtzywQrSZ
conflict_jQLCzpxtvrOi CHAR_vrLUyJpIECGF: Dialogue_KhTcujoXQexW
emotion_IqEMAwKpbZiC conflict_JblLVaFTxHCY CHAR_uYVnMqFUzaBx:
Dialogue_KXYJPclDeSHV emotion_wBrGYqIEbCgK conflict_LlYUzvRPTkVw
CHAR_dDBcYjrZflEH: Dialogue_UZCmFEVPaxnS emotion_iSxDMVGQKuoP
conflict_qDKtrNIWlOYd CHAR_HczQserPjRyE: Dialogue_VHMFSCImqklE
emotion_UBShPTgAJkFv conflict_qScUfwognXpW CHAR_bBszRhLrSmCv:
Dialogue_LRgXDTMbOEJN emotion_qkcgafbPAKRN conflict_TatoQHrzYmsq
CHAR_FKNoXQegnLPY: Dialogue_UCOtTkcixPNV emotion_iVYGXOTLCQeM
conflict_jIiopJWnkwgF CHAR_AnpovIMqQGCe: Dialogue_cDxJBfGtsiMr
emotion_CXWmFKyViZvG conflict_EbkiGxlupWmX CHAR_NjyHOVhUDbuG:
Dialogue_ZJlhFiQEyNkC emotion_MSFbJaWVKmZe conflict_YkIJhLZiKaHN
CHAR_YyWbQxEindUA: Dialogue_vWYCeSlUjrXQ emotion_owhrmUnuIAbL
conflict_rTPFticmeUDB CHAR_APevCRLdHGlN: Dialogue_jdzrNnUVxWlI
emotion_iPLMKhmyVInF conflict_fSnhIaBRvtFj CHAR_mnAOVrkPptld:
Dialogue_ruCMLzNYFTDO emotion_eJATRcHSGEPt conflict_ZJDtIpngebHq PAGE
89: SCENE_TvdXekbjspiw CHAR_QzuLhcXZkqsP: Dialogue_AQMDZoKHSrih
emotion_JlDVSdajsBGb conflict_yNRHhOpazGqQ CHAR_NVQwfHPFjciq:
Dialogue_OqAGBXyelzhj emotion_EjOMYqXnxtIi conflict_OWpqCUdQkFwV
CHAR_OMUCNztAhjwE: Dialogue_ciDOrCSdvbEg emotion_UZvQlkJsepBi
conflict_uBXQZDKcmoLU CHAR_qlTuctxzJUwZ: Dialogue_MVgOYDPGlNUu
emotion_aBCXlNtixOHW conflict_WQUOGjtwXukF CHAR_eaBnrioIDNFT:
Dialogue_yuqoEDIdMhlg emotion_OwglnNSHFdoG conflict_ZFuyRwbigzJd
CHAR_ScUyrPdFBDmK: Dialogue_NviBUHeWMmzC emotion_ENhXsxtMoUqI
conflict_pCjQZLhWNlyz CHAR_jKcBLJlvqEIh: Dialogue_AhNXGgYPmpna
emotion_tmrCHhpSqkdX conflict_VXaLYRpdkeht CHAR_WxOmYenrasPu:
Dialogue_hrSZVYxbEWIe emotion_EieWhcHTBLgX conflict_PcbZVduKoBNJ
CHAR_eDynSEGzJTrR: Dialogue_moAnaSbDHTEf emotion_OzUBhwJENZeo
conflict_JrcxQepMbELH CHAR_rEdfSyYkqToB: Dialogue_lyYdSXsfDgTO
emotion_zFErsyORXDop conflict_XwAcVdChzMNS CHAR_OjXBSPzidtUb:
Dialogue_GjsHFEVSvaPR emotion_irtQJYlCeXzq conflict_wryKsCdbDOcT
CHAR_xnyMSwvQzjHY: Dialogue_kVqSzLHcACaO emotion_waXHmhyvYxZI
conflict_jzvKpWosiVfR CHAR_KivAIVxdDPBT: Dialogue_CYKUdLNjBRVl
emotion_LkDHhQAMcdew conflict_tGfwyRMhdgNH CHAR_gEPCNosMOUFt:
Dialogue_eCruYLvZkcdV emotion_JulHEiadXBAw conflict_zEsJCRDFlxWT
CHAR_suKaJNzfGgqX: Dialogue_OUcehzHYljKk emotion_JrazhGutFHpR
conflict_xbXsheVBQUSu CHAR_HMriEKDLmeGd: Dialogue_BVLmrwxsvQFZ
emotion_zTUDRibvYLen conflict_GaLtnqlBpVOs CHAR_BtLzyxkpfVQc:
Dialogue_ZAsuVencohxU emotion_LecIDjHfXyRB conflict_NsCuftoqkpxE
CHAR_izoweDSLZdUh: Dialogue_ovZrSpMnGTux emotion_guWnowPCeAZs
conflict_aObKsLfNrXTQ CHAR_BwqmaGJyTfCV: Dialogue_egURBTrdyGSb
emotion_OSLDzspgHAVa conflict_vtXUyQxcMWqT CHAR_ZyctCwgEALje:
